OperationId,ShelfIndex,PictureLeft,PictureRight
357536266723208,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-BR.jpg
357536266723208,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-CR.jpg
357536266723208,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357536266723208/PicturesAfter/raw/camera-DR.jpg
357767132513976,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-AR.jpg
357767132513976,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-BR.jpg
357767132513976,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-CR.jpg
357767132513976,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/357767132513976/PicturesAfter/raw/camera-DR.jpg
367463616214205,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-AR.jpg
367463616214205,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-BR.jpg
367463616214205,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-CR.jpg
367463616214205,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/367463616214205/PicturesAfter/raw/camera-DR.jpg
380935521978799,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-AR.jpg
380935521978799,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-BR.jpg
380935521978799,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-CR.jpg
380935521978799,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/380935521978799/PicturesAfter/raw/camera-DR.jpg
385312900091499,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-AR.jpg
385312900091499,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-BR.jpg
385312900091499,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-CR.jpg
385312900091499,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/385312900091499/PicturesAfter/raw/camera-DR.jpg
386337217079290,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/386337217079290/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/386337217079290/PicturesAfter/raw/camera-AR.jpg
