OperationId,ModuleId,ShelfIndex,PictureLeftBefore,PictureRightBefore,PictureLeftAfter,PictureRightAfter,ShelfReview
865570248073453,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
865570248073453,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-BR.jpg,0|0|0|0
865570248073453,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-CR.jpg,0|0|0|-1
865570248073453,248814161989704,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/141604457368089/PicturesAfter/raw/camera-DR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/865570248073453/PicturesAfter/raw/camera-DR.jpg,0|0|0|0|0
869189438679011,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
869189438679011,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-BR.jpg,0|0|0|0
869189438679011,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-CR.jpg,0|0|0|0
869189438679011,248814161989704,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/319410682167409/PicturesAfter/raw/camera-DR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/869189438679011/PicturesAfter/raw/camera-DR.jpg,0|-1|0|0|0
873744841402649,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
873744841402649,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-BR.jpg,0|0|0|0
